Employee_Id,Year_Month,Performance_Rating,Training_Hours,Overtime_Hours,Absenteeism_Days,Promotion_Flag,Salary_Increase_Flag,Monthly_Bonus,Benefits_Cost,Employee_Satisfaction,Engagement_Index,Manager_Evaluation
EMP003701,2024-12,3.87,0,8,0,FALSE,FALSE,57.28,223.01,6.6,6,3.4
EMP003702,2024-12,3.78,2,10,0,FALSE,FALSE,84.62,546.56,7.4,7.2,3.6
EMP003703,2024-12,4.09,1,20,0,FALSE,FALSE,399.99,1154.2,5.5,5.7,4.6
EMP003704,2024-12,3.15,3,15,0,FALSE,FALSE,157.49,917.69,6.6,6.9,3.3
EMP003705,2024-12,3.81,0,10,0,FALSE,FALSE,275.29,436.89,8.2,7.9,3.6
EMP003706,2024-12,3.47,2,9,0,FALSE,FALSE,137.84,669.19,6,5.5,4.1
EMP003707,2024-12,3.54,2,13,1,FALSE,FALSE,88.59,728.52,6.9,5.9,3.6
EMP003710,2024-12,3.65,0,5,4,FALSE,FALSE,111.25,267.04,5.9,5.9,3.3
EMP003712,2024-12,4.16,3,18,0,FALSE,FALSE,162.56,717.27,7.7,8.2,4
EMP003713,2024-12,3.87,2,3,1,FALSE,FALSE,42.72,202.65,7.1,7,4
EMP003714,2024-12,4.34,4,3,1,FALSE,FALSE,284.56,394.56,8.1,7.9,4.3
EMP003715,2024-12,4.23,6,21,2,FALSE,FALSE,1110.43,1484.41,9,8.6,3.8
EMP003716,2024-12,3.8,4,5,0,FALSE,FALSE,115.69,321.69,6.2,6.9,4
EMP003717,2024-12,4.02,1,16,0,FALSE,FALSE,206.76,817.12,7.9,7.5,3.8
EMP003718,2024-12,4.02,1,17,0,FALSE,FALSE,199.78,825.68,8,7.6,3.9
EMP003719,2024-12,3.96,5,10,1,FALSE,FALSE,94.37,545.03,8.4,9.7,3.3
EMP003721,2024-12,4.24,1,2,0,FALSE,FALSE,100.1,276.88,5,5.8,4.9
EMP003722,2024-12,3.59,0,8,1,FALSE,FALSE,219.2,906.94,6.8,6.4,3.4
EMP003723,2024-12,3.58,4,15,1,FALSE,FALSE,65.44,548.07,6.4,7,3.7
EMP003724,2024-12,3.58,4,1,0,FALSE,FALSE,47.87,58.15,7.4,6.8,4.1
EMP003725,2024-12,3.95,0,12,0,FALSE,FALSE,197.92,825.96,6.6,6.7,3.9
EMP003726,2024-12,3.61,0,3,1,FALSE,FALSE,79.13,277.64,8.3,9.6,3.6
EMP003727,2024-12,3.74,1,12,0,FALSE,FALSE,89.92,715.12,6.9,7.1,3.7
EMP003729,2024-12,3.76,5,11,0,FALSE,FALSE,88.09,585.13,8.4,8.1,4.1
EMP003730,2024-12,3.2,1,8,0,FALSE,FALSE,76.71,563.19,5.4,5.2,3.3
EMP003731,2024-12,3.98,0,5,0,FALSE,FALSE,58.51,212.1,8.9,10,4
EMP003732,2024-12,4.13,2,10,1,FALSE,FALSE,125.84,700.36,7.4,8.9,4.4
EMP003733,2024-12,3.95,5,3,0,FALSE,FALSE,113.57,315.1,7.1,6.6,3.5
EMP003734,2024-12,3.51,1,7,1,FALSE,FALSE,116.93,316.17,7.5,7.1,3.2
EMP003735,2024-12,3.73,2,1,0,FALSE,FALSE,53.7,227.47,8.7,7.3,3.3
EMP003737,2024-12,4.1,5,20,2,FALSE,FALSE,992.64,1736.96,6.2,6,4.4
EMP003738,2024-12,3.88,3,4,2,FALSE,FALSE,143.21,328.64,8,7.9,3
EMP003739,2024-12,3.91,5,19,0,FALSE,FALSE,425.99,1203.1,6.5,6.6,3.7
EMP003740,2024-12,3.78,1,5,2,FALSE,FALSE,120.74,289.64,8.1,8.5,3.7
EMP003741,2024-12,4.41,4,11,2,FALSE,FALSE,406.16,886.12,9.3,7.9,4.6
EMP003744,2024-12,4.23,5,5,0,TRUE,FALSE,333.7,449.01,7.3,6.7,4.4
EMP003745,2024-12,4.42,1,17,0,FALSE,FALSE,327.37,887.99,8.7,8.5,4.2
EMP003746,2024-12,4.19,0,16,0,FALSE,FALSE,404.45,1110.18,7.4,6.8,4.4
EMP003747,2024-12,3.69,1,16,0,FALSE,FALSE,69.29,576.14,9,7.7,4.1
EMP003749,2024-12,3.31,4,13,1,FALSE,FALSE,81.83,650.08,8.4,7.7,2.8
EMP003750,2024-12,3.66,1,14,0,FALSE,FALSE,71.3,562.75,7.7,5.8,3.8
EMP003751,2024-12,3.7,0,13,1,FALSE,FALSE,82.31,594.96,9.2,9.2,3
EMP003752,2024-12,4.52,2,13,1,TRUE,FALSE,128.19,706.86,7.3,7.6,4.7
EMP003753,2024-12,3.08,5,11,2,FALSE,FALSE,95.64,712.11,7.3,6.1,3.3
EMP003755,2024-12,4.11,3,0,0,FALSE,FALSE,71.35,56.13,5.8,7.2,4.4
EMP003756,2024-12,3.77,1,10,1,FALSE,FALSE,182.2,795.87,6.5,6.3,3.7
EMP003757,2024-12,3.44,4,11,0,FALSE,FALSE,75.55,542.08,7.6,7.2,3.6
EMP003758,2024-12,3.71,1,16,1,FALSE,FALSE,142.57,819.54,6.4,5.2,4
EMP003759,2024-12,3.35,3,10,0,FALSE,FALSE,75.33,646.06,7.6,7.1,3.5
EMP003761,2024-12,3.92,8,19,2,FALSE,FALSE,933.88,1485.66,6.8,6.8,3.6
EMP003762,2024-12,3.69,1,11,2,FALSE,FALSE,82.58,551.75,7.6,7.3,3.7
EMP003763,2024-12,4.05,1,13,1,FALSE,FALSE,429.26,1125.45,7.9,8.6,4.2
EMP003764,2024-12,4.06,4,23,1,FALSE,FALSE,971.34,1598.7,6.6,8.2,3.7
EMP003765,2024-12,3.46,3,11,0,FALSE,FALSE,85.67,527.85,7.3,5.8,3.9
EMP003766,2024-12,3.36,3,5,0,FALSE,FALSE,64.15,249.61,8.2,8.9,3.5
EMP003767,2024-12,4.17,3,5,0,FALSE,FALSE,280.38,398.03,5.3,5.9,4.2
EMP003769,2024-12,3.33,3,12,0,FALSE,FALSE,110.8,715.84,7.9,8.1,3.8
EMP003770,2024-12,3.91,5,4,0,FALSE,FALSE,301.81,417.33,8.5,7.3,3.7
EMP003771,2024-12,4.43,3,6,1,FALSE,FALSE,313.15,429.83,7.4,8.8,4.8
EMP003772,2024-12,3.31,3,5,1,FALSE,FALSE,53.73,222.8,8.7,10,3.3
EMP003774,2024-12,4.25,2,10,0,FALSE,FALSE,296.83,884.92,6.5,6.7,4.3
EMP003775,2024-12,4.04,3,13,0,FALSE,FALSE,364.14,1045.83,7.7,8.5,3.8
EMP003778,2024-12,3.92,3,0,0,FALSE,FALSE,90.23,52.45,9.4,10,3.8
EMP003779,2024-12,4.11,2,15,0,FALSE,FALSE,246.49,929.15,6.4,6.4,4.1
EMP003780,2024-12,4.21,4,24,2,FALSE,FALSE,793.76,1442.56,6.2,5.9,4.7
EMP003783,2024-12,3.95,0,7,1,FALSE,FALSE,98.66,565.75,6.1,6.1,3.7
EMP003785,2024-12,4.33,2,15,0,FALSE,FALSE,100.45,645.5,7.3,6.5,4.7
EMP003787,2024-12,4.44,1,15,0,FALSE,FALSE,176.15,762.49,6.3,5.2,4.1
EMP003788,2024-12,4.01,3,13,1,FALSE,FALSE,173.57,730.3,8,8.3,3.7
EMP003789,2024-12,3.43,2,14,0,FALSE,FALSE,189.28,853.17,6.7,6.5,3.6
EMP003791,2024-12,2.77,2,14,1,FALSE,FALSE,80.85,665.99,4.7,5.7,2.7
EMP003792,2024-12,4.06,0,24,1,FALSE,FALSE,367.6,973.89,8.2,8.2,4.1
EMP003793,2024-12,4.22,2,14,0,FALSE,FALSE,92.9,718.16,9.7,9.5,3.9
EMP003794,2024-12,3.21,1,3,0,FALSE,FALSE,46.13,251.42,6.5,6.3,3.2
EMP003795,2024-12,4.39,3,25,0,FALSE,FALSE,829.85,1208.37,7.8,7.4,4.7
EMP003796,2024-12,4.01,8,29,2,FALSE,FALSE,843.8,1193.85,7.5,8,4.2
EMP003797,2024-12,3.56,3,14,0,FALSE,FALSE,201.02,900.15,6.3,6.7,2.8
EMP003798,2024-12,3.47,1,16,0,FALSE,FALSE,122.5,742.14,7.3,8.2,3.2
EMP003799,2024-12,3.38,4,10,2,FALSE,FALSE,66.06,612.31,5.5,5.5,3.1
EMP003802,2024-12,3.98,1,6,1,FALSE,FALSE,71.01,255.34,6.7,7.6,4.5
EMP003803,2024-12,3.67,2,2,1,FALSE,TRUE,59.78,256.34,5.5,6.2,3.6
EMP003804,2024-12,3.55,2,10,0,FALSE,FALSE,94.29,712.49,8.3,7.5,4.2
EMP003805,2024-12,3.53,1,18,0,FALSE,FALSE,72.86,604.6,8,7.7,3.6
EMP003807,2024-12,3.82,2,10,0,FALSE,FALSE,47.75,191.55,5.9,5.2,4.3
EMP003808,2024-12,3.34,3,11,0,FALSE,FALSE,195.53,923.6,4.4,5.1,3.3
EMP003809,2024-12,4.28,4,5,0,FALSE,FALSE,1316.18,857.24,6.8,5.7,3.7
EMP003812,2024-12,3.33,0,3,0,FALSE,FALSE,39.71,55.35,6.7,7.2,3.7
EMP003814,2024-12,4.55,7,5,0,FALSE,FALSE,670.46,607.45,8.4,7.9,4.5
EMP003815,2024-12,4.05,2,18,1,FALSE,FALSE,236.39,929.45,8.9,9.4,3.7
EMP003817,2024-12,4.31,1,14,0,FALSE,FALSE,186.9,893.74,8.8,9.2,4.3
EMP003818,2024-12,3.51,4,14,2,FALSE,FALSE,144.56,697.57,6,7,2.9
EMP003819,2024-12,4.03,2,7,0,FALSE,FALSE,455.7,1221.04,8.7,8.4,3.6
EMP003820,2024-12,3.56,4,16,1,FALSE,FALSE,173.86,774.76,8,9,3.2
EMP003821,2024-12,4.28,0,1,1,FALSE,FALSE,126.72,73.3,8.7,7.2,4.4
EMP003822,2024-12,3.18,2,12,1,FALSE,FALSE,65.49,582.15,6.6,7.1,3.3
EMP003823,2024-12,3.32,1,12,0,FALSE,FALSE,71.37,584.33,6.4,5.1,2.9
EMP003824,2024-12,3.81,2,12,1,FALSE,FALSE,97.69,589.39,6.2,7.1,4.1
EMP003825,2024-12,3.66,1,12,1,FALSE,FALSE,96.43,665.46,7.7,7,3.4
EMP003826,2024-12,4.14,3,11,0,FALSE,FALSE,233.5,860.62,6.3,6.8,4.5
EMP003827,2024-12,3.95,0,3,0,FALSE,FALSE,265.18,360.1,7.2,7.2,4.3
EMP003828,2024-12,3.55,1,10,0,FALSE,FALSE,299.61,920.49,6.8,7.4,3.7
EMP003829,2024-12,3.65,3,11,0,FALSE,FALSE,157.83,848.88,6.8,7.5,3.6
EMP003830,2024-12,4.05,1,4,0,FALSE,FALSE,125.47,724.88,6.4,7.6,3.6
EMP003831,2024-12,4.02,5,1,0,FALSE,FALSE,435.34,137.88,7.6,8.1,3.9
EMP003832,2024-12,3.15,1,8,0,FALSE,FALSE,61.73,243.71,6.3,4.6,3.8
EMP003834,2024-12,4.7,3,22,0,TRUE,FALSE,964.64,1417.11,7.9,7.6,4.5
EMP003835,2024-12,3.23,1,0,0,FALSE,FALSE,34.81,198.44,3.4,4.3,3.2
EMP003837,2024-12,4,5,17,0,FALSE,FALSE,184.78,867.66,5.5,5.3,4.4
EMP003838,2024-12,4,1,16,0,FALSE,FALSE,302.97,941.43,9.2,9.8,3.9
EMP003839,2024-12,3.34,3,12,1,FALSE,FALSE,101.22,686.89,5.3,4,3.2
EMP003840,2024-12,3.42,5,3,1,FALSE,FALSE,54,207.95,8.2,8.5,3.7
EMP003841,2024-12,4.37,1,11,2,FALSE,FALSE,106.33,707.19,7,6.1,4.4
EMP003842,2024-12,3.88,1,6,0,FALSE,FALSE,131.56,299.46,6.9,7.8,4
EMP003843,2024-12,4.12,3,22,0,FALSE,FALSE,903.43,1665.54,9.3,8.8,4.6
EMP003844,2024-12,4.27,1,6,1,FALSE,FALSE,223.2,376.72,9.2,8.2,4.6
EMP003845,2024-12,3.59,1,0,1,FALSE,FALSE,77.65,61.95,9.5,9,3.7
EMP003846,2024-12,3.29,2,13,2,FALSE,FALSE,63.02,545.34,6.1,6.2,3.1
EMP003847,2024-12,3.56,3,11,0,FALSE,FALSE,72.67,617.66,7.1,9.1,3.7
EMP003848,2024-12,3.53,4,11,0,FALSE,FALSE,146.67,708.17,8.7,9.2,3.4
EMP003850,2024-12,4.46,10,5,1,FALSE,FALSE,579.32,493.63,8.7,10,4.4
EMP003851,2024-12,4.45,0,15,1,FALSE,FALSE,153.6,722.86,8.8,8.8,4.1
EMP003852,2024-12,3.81,2,2,0,FALSE,FALSE,107.38,256.04,5.1,4.3,4
EMP003853,2024-12,3.73,3,11,0,FALSE,FALSE,160.54,690.72,7.9,8.5,3.4
EMP003856,2024-12,4.14,3,19,1,FALSE,FALSE,68,534.81,6.3,4.6,4.2
EMP003858,2024-12,3.37,0,12,0,FALSE,FALSE,63,588.59,5.9,5.8,3.2
EMP003859,2024-12,2.76,3,10,0,FALSE,FALSE,77.59,665.75,5.6,6.8,2.8
EMP003861,2024-12,4.54,3,1,1,FALSE,FALSE,188.58,326.67,8.6,8,4.4
EMP003862,2024-12,3.04,1,13,0,FALSE,FALSE,81.79,650.97,5.1,4.2,3.1
EMP003865,2024-12,3.34,3,4,0,FALSE,FALSE,83.13,304.8,8.2,9,3.1
EMP003866,2024-12,4.06,1,5,0,FALSE,FALSE,183.44,357.08,8.8,9.5,4
EMP003867,2024-12,3.75,4,4,0,FALSE,FALSE,52.81,256.46,8.3,8,3.7
EMP003868,2024-12,3.7,4,13,0,FALSE,FALSE,136.66,680.48,7.5,7.9,3.1
EMP003869,2024-12,3.23,1,13,1,FALSE,FALSE,74.59,551.12,5.9,5.4,3.2
EMP003871,2024-12,3.52,1,10,0,FALSE,FALSE,106.75,687.32,6.6,7.9,3.7
EMP003872,2024-12,4.33,2,2,0,FALSE,FALSE,215.69,396.91,9.5,9.6,4.7
EMP003873,2024-12,3.51,1,7,1,FALSE,FALSE,55.96,241.1,6.5,5.3,4
EMP003874,2024-12,3.27,1,13,0,FALSE,FALSE,69.21,616.3,4.8,5.9,3.5
EMP003876,2024-12,3.45,1,6,0,FALSE,FALSE,279.35,420.43,6.9,6.1,3.4
EMP003877,2024-12,3.36,2,7,0,FALSE,FALSE,93.92,284.2,7,6.7,2.8
EMP003878,2024-12,3.89,1,7,0,FALSE,FALSE,210.63,906.18,9.2,9.7,4
EMP003879,2024-12,4.15,2,12,1,FALSE,FALSE,384.66,910.66,6.5,5.2,4.3
EMP003880,2024-12,3.64,2,24,1,FALSE,FALSE,158.72,711.2,7.5,6.9,3.4
EMP003881,2024-12,3.99,1,17,0,FALSE,FALSE,495.19,1102.06,8.4,8.2,3.7
EMP003882,2024-12,4.32,4,17,0,FALSE,FALSE,1122.55,1556.9,6,6.4,3.6
EMP003883,2024-12,4.07,3,12,1,FALSE,FALSE,467.41,496.81,6.8,6.5,4.8
EMP003885,2024-12,4,3,9,1,FALSE,FALSE,96.38,550.15,6.5,7.4,3.3
EMP003886,2024-12,4.03,2,10,0,FALSE,FALSE,212.8,857.66,8.8,8.2,3.7
EMP003888,2024-12,4.12,1,11,2,FALSE,FALSE,84.17,569.39,7.9,7.4,4.2
EMP003889,2024-12,3.24,2,14,2,FALSE,FALSE,77.68,658,6.8,7.5,3.3
EMP003890,2024-12,3.87,2,1,0,FALSE,FALSE,61.43,214.88,8.4,7.5,4.2
EMP003891,2024-12,3.28,2,8,0,FALSE,FALSE,42.47,202.39,6.4,6.2,3.6
EMP003892,2024-12,3.61,3,13,1,FALSE,FALSE,113.04,673.5,7.8,7.9,3.8
EMP003893,2024-12,3.56,3,10,2,FALSE,FALSE,102.3,651.68,10,9.7,3.3
EMP003894,2024-12,4.36,3,11,0,FALSE,FALSE,448.39,1148.78,5.4,5.7,4.4
EMP003895,2024-12,4.43,2,8,0,FALSE,FALSE,234.52,844.16,9.5,9.2,4.1
EMP003896,2024-12,4.19,3,9,0,FALSE,FALSE,64.53,229.72,8.7,9.7,4.6
EMP003897,2024-12,3.36,2,11,2,FALSE,FALSE,107.25,681.5,6.1,5.1,3.9
EMP003898,2024-12,3.45,2,19,1,FALSE,FALSE,99.67,647.56,5,4.5,3.5
EMP003900,2024-12,4.44,5,10,1,FALSE,FALSE,628.06,567.08,9.6,10,4.8
EMP003901,2024-12,4.15,1,24,1,FALSE,FALSE,98.65,702.03,8.3,8.6,3.7
EMP003902,2024-12,3.88,3,15,0,FALSE,FALSE,169.97,924.88,7.5,7.5,3.6
EMP003904,2024-12,3.75,6,1,0,FALSE,FALSE,60.16,64.51,8.4,8.8,4
EMP003905,2024-12,4.12,1,2,0,FALSE,FALSE,100.19,285.5,5.7,6,4.5
EMP003906,2024-12,4.07,6,30,1,FALSE,FALSE,1233.01,1746.02,7.5,7.7,4.1
EMP003907,2024-12,4.2,1,12,2,FALSE,FALSE,452.94,1126.3,7.9,8.8,4.2
EMP003908,2024-12,4.04,2,13,0,FALSE,FALSE,207.27,850.61,5.4,5.9,3.9
EMP003910,2024-12,3.66,3,13,0,FALSE,FALSE,84.79,690.28,8,9.4,3.8
EMP003911,2024-12,2.99,3,11,3,FALSE,FALSE,73.56,561.92,6.4,5.3,2.8
EMP003912,2024-12,4.26,2,10,0,FALSE,FALSE,380.19,1181.65,9.5,10,4.2
EMP003913,2024-12,3.83,1,12,1,FALSE,FALSE,143.24,704.43,7.8,8.7,3.5
EMP003914,2024-12,3.89,2,3,1,FALSE,FALSE,101.55,270.02,9.4,8.6,3.8
EMP003915,2024-12,4.11,1,7,0,FALSE,FALSE,130.31,284.89,8.8,8.2,4.6
EMP003916,2024-12,3,3,14,0,FALSE,FALSE,64.69,602.56,8.5,7,2.9
EMP003917,2024-12,3.94,1,5,0,FALSE,FALSE,49.14,193.44,9.5,10,4.4
EMP003918,2024-12,3.19,1,11,4,FALSE,FALSE,66.14,641.84,7.4,6.8,3.3
EMP003919,2024-12,4.19,6,9,2,FALSE,TRUE,363.1,908.73,7,7.9,3.9
EMP003920,2024-12,3.54,1,4,2,FALSE,FALSE,112.06,323.39,7,6.4,3.5
EMP003921,2024-12,4.17,3,10,0,FALSE,FALSE,257.06,353.11,7.7,8.5,4.1
EMP003922,2024-12,4.52,6,13,0,FALSE,FALSE,814.82,1299.63,7.6,7.4,4.7
EMP003923,2024-12,4.23,5,18,0,FALSE,FALSE,417.64,1045.21,9.6,8.3,4.5
EMP003925,2024-12,3.29,3,16,3,FALSE,FALSE,88.86,571.07,5.4,6.6,3.1
EMP003926,2024-12,3.83,3,8,1,FALSE,FALSE,176.73,321.46,7.9,8.3,3.6
EMP003927,2024-12,2.92,3,9,1,FALSE,FALSE,90.1,653.4,5.2,5.3,3.2
EMP003928,2024-12,4.36,2,11,0,FALSE,FALSE,199.97,858.12,8.1,8,4.3
EMP003930,2024-12,4.13,1,11,0,FALSE,FALSE,380.36,1092.62,6.3,7.7,4
EMP003931,2024-12,3.89,2,5,2,FALSE,FALSE,60.2,66.56,9.9,10,4
EMP003933,2024-12,4.35,4,13,0,FALSE,FALSE,1035.46,1521.86,7.5,7.3,4.6
EMP003934,2024-12,3.65,3,17,0,FALSE,FALSE,70.67,581.87,8.8,9.1,3.6
EMP003937,2024-12,4.28,4,6,0,FALSE,FALSE,210.14,391.11,5.5,5.3,4.1
EMP003938,2024-12,3.55,1,11,0,FALSE,FALSE,188.75,815.92,7.4,6.7,3.3
EMP003939,2024-12,3.11,2,9,1,FALSE,FALSE,44.31,250.41,7.2,6.6,3.3
EMP003940,2024-12,4.09,2,12,0,FALSE,FALSE,241.3,911.74,6.6,5.2,4.2
EMP003944,2024-12,4.3,0,4,1,FALSE,FALSE,97.23,72.6,6,5.2,4.5
EMP003945,2024-12,3.7,2,11,0,FALSE,FALSE,211.08,885.32,9.1,9.9,3.5
EMP003946,2024-12,3.92,1,14,1,FALSE,FALSE,304.4,934.95,6.3,6.7,3.5
EMP003948,2024-12,3.86,2,19,1,FALSE,FALSE,140.96,682.19,7.7,7.1,4.3
EMP003949,2024-12,3.92,4,11,0,FALSE,FALSE,291.78,913.73,6.1,6.3,4.3
EMP003950,2024-12,3.76,1,18,1,FALSE,FALSE,208.26,909.71,8.6,7.1,3.7
EMP003951,2024-12,3.51,2,15,3,FALSE,FALSE,76.64,546.25,5.9,6.1,3.4
EMP003952,2024-12,3.6,1,10,1,FALSE,TRUE,77.55,558.2,6.4,5.5,3.6
EMP003953,2024-12,4.7,6,25,0,FALSE,FALSE,2941.99,2600.2,6.3,5.4,4.5
EMP003954,2024-12,3.79,1,11,1,FALSE,FALSE,215.23,899.2,7.7,8.1,4.2
EMP003955,2024-12,3.68,3,7,0,FALSE,FALSE,91.95,587.12,6.2,6,3.8
EMP003956,2024-12,3.97,5,17,0,FALSE,FALSE,1152.17,1617.27,7.7,8,4.1
EMP003959,2024-12,3.71,1,12,0,FALSE,FALSE,69.58,544.27,7.3,5.9,4
EMP003960,2024-12,4.32,5,4,1,FALSE,FALSE,651.96,528.24,8,8.1,4.5
EMP003961,2024-12,3.65,1,14,0,FALSE,FALSE,205.96,933.98,7.7,7.7,3.7
EMP003962,2024-12,3.27,0,15,0,FALSE,FALSE,151.72,884.74,5.5,5.5,3.5
EMP003964,2024-12,3.77,1,17,0,FALSE,FALSE,65.21,558.72,6.8,6.6,4
EMP003965,2024-12,3.25,4,2,0,FALSE,FALSE,23.56,42.18,6.1,6.3,3.5
EMP003966,2024-12,3.58,5,2,0,FALSE,FALSE,71.53,241.08,6.6,6.7,3.7
EMP003967,2024-12,4.08,1,15,0,FALSE,FALSE,89.68,612.61,6.4,7.9,4
EMP003969,2024-12,3.39,2,11,2,FALSE,FALSE,103.11,652.51,6.6,6.6,3.2
EMP003970,2024-12,3.48,1,18,2,FALSE,FALSE,116.46,674.77,7.7,8.9,3.7
EMP003971,2024-12,3.9,4,10,0,FALSE,FALSE,222.1,870.04,6.8,6.5,3.8
EMP003972,2024-12,4.53,5,12,1,FALSE,FALSE,1305.42,1702.18,8.4,8.2,5
EMP003973,2024-12,3.46,3,6,0,FALSE,FALSE,160.28,819.25,8.2,7.6,4.3
EMP003974,2024-12,4.3,1,16,0,FALSE,FALSE,308.86,928.72,7.7,8.5,3.9
EMP003975,2024-12,3.79,1,12,0,FALSE,FALSE,209.03,840.68,5.7,6.5,4.1
EMP003976,2024-12,3.52,2,12,0,FALSE,FALSE,60.83,526.6,7.7,7.7,3.1
EMP003977,2024-12,3.81,2,8,2,FALSE,FALSE,42.17,190.9,7.5,7.8,3.8
EMP003978,2024-12,3.7,3,10,1,FALSE,FALSE,86.56,543.23,7.1,7,3.6
EMP003979,2024-12,3.49,1,11,2,FALSE,FALSE,81.42,601.35,7.3,6.3,3.3
EMP003981,2024-12,3.42,0,17,0,FALSE,FALSE,96.73,726.33,7.2,5.8,3.6
EMP003982,2024-12,3.41,0,4,0,FALSE,FALSE,76.66,73.26,7.6,6.6,3.1
EMP003984,2024-12,3.92,3,5,0,FALSE,FALSE,59.88,257.12,8.6,8.2,4
EMP003986,2024-12,3.51,2,15,1,FALSE,FALSE,89.26,672.21,7.7,7.6,3.5
EMP003987,2024-12,4.59,10,10,2,FALSE,FALSE,580.94,626.71,7.9,8.2,4.2
EMP003988,2024-12,3.05,3,3,3,FALSE,FALSE,75.29,627.6,6,5.9,2.6
EMP003989,2024-12,3.5,4,17,0,FALSE,FALSE,177.57,729.64,8.1,8.6,3.5
EMP003990,2024-12,3.49,2,14,1,FALSE,FALSE,83.38,588.51,5.9,5.9,3.5
EMP003991,2024-12,3.32,2,4,0,FALSE,FALSE,55.88,231.88,4.4,5.4,3.1
EMP003992,2024-12,3.35,1,14,0,FALSE,FALSE,68.98,539.91,6.1,7.1,4.2
EMP003994,2024-12,3.63,4,13,1,FALSE,FALSE,275.45,917.46,7.6,8.3,3.8
EMP003996,2024-12,4.13,0,3,0,FALSE,FALSE,76.79,253.63,7.7,7.8,4.1
EMP003997,2024-12,4.06,5,3,0,FALSE,FALSE,360.08,427.14,5.7,5.9,3.8
EMP003998,2024-12,4.25,2,2,1,FALSE,FALSE,305.09,388.99,6.6,6.9,4.4
EMP003999,2024-12,4.05,2,5,0,FALSE,FALSE,64.51,213.49,8,8.9,3.9
EMP004000,2024-12,4.12,4,13,0,FALSE,FALSE,304.22,981.75,7.4,6.5,3.9
EMP004001,2024-12,3.81,2,22,0,FALSE,FALSE,181.08,926.83,6,6.3,3.6
EMP004003,2024-12,2.79,5,11,2,FALSE,FALSE,79.3,692.01,5.9,4.9,2.3
EMP004006,2024-12,3.57,1,13,1,FALSE,FALSE,212.33,926.97,6.2,4.4,3.5
EMP004008,2024-12,4.39,7,7,1,FALSE,FALSE,1497.11,1068.22,10,9.9,4.5
EMP004009,2024-12,4.85,5,24,0,FALSE,FALSE,1125.35,1643.58,7.2,6.3,4.7
EMP004011,2024-12,3.48,2,15,0,FALSE,FALSE,138.5,803.01,7.6,8.1,3.6
EMP004012,2024-12,3.24,1,16,0,FALSE,FALSE,70.37,532.34,6.8,5.1,2.7
EMP004013,2024-12,4.11,1,10,2,FALSE,FALSE,349.01,947.49,6.7,6.1,4.5
EMP004014,2024-12,4.23,5,16,0,FALSE,FALSE,978.95,1523.62,7.3,8.4,4.3
EMP004015,2024-12,3.89,1,5,1,FALSE,FALSE,61.69,210.74,7.9,7.1,4.1
EMP004016,2024-12,3.62,5,18,0,FALSE,FALSE,86.51,560.96,6.5,7.2,3.6
EMP004017,2024-12,4.04,1,10,1,FALSE,FALSE,80.82,599.37,7.5,8,4.5
EMP004018,2024-12,3.71,4,3,0,FALSE,FALSE,93.74,311.71,7.4,8.4,3.8
EMP004019,2024-12,3.05,1,14,0,FALSE,FALSE,95.4,645.67,8.2,8,3.2
EMP004020,2024-12,3.51,2,13,1,FALSE,FALSE,101.13,629.49,8.3,8.4,3.4
EMP004021,2024-12,3.34,2,13,1,FALSE,FALSE,94.11,599.19,6.8,7.2,3.2
EMP004022,2024-12,3.28,2,17,1,FALSE,FALSE,84.08,575.12,6.5,6.7,3.5
EMP004023,2024-12,3.94,4,26,1,FALSE,FALSE,172.45,779.23,9.7,10,4.1
EMP004024,2024-12,4.17,2,11,0,FALSE,FALSE,114.21,615.91,7,7.9,3.6
EMP004025,2024-12,4.14,3,16,3,FALSE,FALSE,242.11,906.69,7.4,7.9,4.1
EMP004028,2024-12,3.55,1,8,1,FALSE,FALSE,43.98,226.03,8.5,8.6,3.5
EMP004031,2024-12,3.98,0,3,2,FALSE,FALSE,53.98,195.64,9.4,10,3.7
EMP004033,2024-12,2.82,2,19,1,FALSE,FALSE,74.55,647.33,7.9,8.1,2.9
EMP004034,2024-12,3.76,2,8,1,FALSE,FALSE,226.65,902.09,7.2,7.2,3.4
EMP004035,2024-12,3.94,3,11,1,FALSE,FALSE,190.57,733.42,7,6.3,4.3
EMP004036,2024-12,3.66,1,3,0,FALSE,FALSE,47.25,221.81,5.1,4.9,3.7
EMP004037,2024-12,4.02,2,1,1,FALSE,FALSE,90.14,50.39,10,10,4
EMP004038,2024-12,3.65,3,5,1,FALSE,FALSE,47.36,199.67,10,9.7,3.6
EMP004039,2024-12,3.76,3,11,3,FALSE,FALSE,231.9,937.49,8.1,7.6,3.5
EMP004040,2024-12,2.92,1,11,0,FALSE,FALSE,84.82,666.01,5.9,5.9,3.2
EMP004041,2024-12,3.66,2,11,0,FALSE,FALSE,88.47,597.77,7.2,7.6,3.4
EMP004042,2024-12,3.35,2,9,0,FALSE,FALSE,47.57,216.43,8.7,8.2,3.6
EMP004043,2024-12,4.08,0,16,1,FALSE,FALSE,237.22,890.68,7.5,6.7,4
EMP004044,2024-12,3.86,1,22,3,FALSE,FALSE,177.26,696.35,7.1,8.3,4
EMP004045,2024-12,4.39,3,16,1,FALSE,FALSE,339.53,952.15,7.4,7.6,4
EMP004046,2024-12,4,1,15,1,FALSE,FALSE,70.89,523.35,8.6,8.6,3.6
